,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
79,74,58,69,92,43,5,24,8,70,6,87,15,52,4,86,98,79,82,96,83,58,58,76,46,50,19,11,4,59,34,16,63,85,80,6,39,34,67,60,69,21,69,98,96,13,3,54,56,55,62,65,58,17,24,25,31,21,21,41,19,80,30,4,16,44,20,44,11,94,62,80,74,84,1,59,48,39,7,51,54,91,93,37,41,51,10,6,26,62,58,49,46,79,36,85,86,44,61,38,46,6,43,19,7,17,93,71,52,44,89,67,66,77,62,8,30,87,40,84,11,14,85,45,47,4,62,44,28,14,55,67,70,49,78,93,56,47,28,17,87,4,72,91,80,73,53,45,69,42,34,64,22,38,57,48,2,40,30,84,79,36,34,7,14,76,31,74,88,99,24,82,16,11,83,83,24,15,4,39,68,30,92,32,38,25,74,58,40,75,30,41,20,55,73,40,29,97,39,44,5,10,87,78,97,81,49,55,49,76,70,89,68,11,79,51,53,76,47,7,89,55,4,38,45,19,13,17,46,21,40,37,12,6,97,75,76,32,68,81,93,61,36,77,65,5,85,99,86,74,42,93,54,89,34,97,80,14,85,63,83,62,53,56,84,66,43,46,85,67,81,12,42,34,75,80,63,54,4,42,96,34,58,13,63,2,57,18,42,20,65,13,87,55,68,47,91,56,39,88,10,45,48,79,28,71,81,62,53,33,47,7,79,70,11,39,36,24,8,40,4,71,14,9,81,79,51,96,15,97,6,55,4,82,25,80,96,25,15,15,80,18,77,44,7,51,26,14,61,61,65,21,49,38,86,72,26,54,23,45,59,69,98,48,31,50,77,84,70,78,98,48,73,98,4,89,47,47,70,71,88,40,71,94,49,90,1,93,58,7,96,75,92,37,93,38,61,83,85,28,60
80,39,49,86,24,70,38,18,68,6,34,18,44,7,68,92,82,29,71,59,14,22,68,14,95,17,97,5,89,12,56,37,47,4,53,86,2,45,37,80,71,5,89,57,36,22,3,32,37,54,84,71,11,14,74,64,93,31,50,30,94,26,55,52,3,71,55,80,50,46,78,58,72,64,81,94,74,59,37,16,90,45,79,57,65,1,82,38,68,84,61,29,7,24,59,7,12,98,72,83,6,78,87,87,24,42,22,44,83,74,41,84,92,67,81,95,48,23,83,35,93,45,90,20,76,9,12,96,20,20,39,99,9,61,6,7,80,58,66,56,26,35,44,35,97,41,69,72,76,58,28,98,6,74,35,34,14,54,49,30,77,17,66,84,36,27,65,60,22,59,64,6,55,63,87,9,92,18,98,24,93,98,73,37,53,9,60,4,12,76,50,79,44,72,13,19,89,65,66,8,73,45,4,6,43,90,58,96,26,92,69,66,11,17,31,5,88,51,26,25,30,13,20,81,11,37,13,62,24,9,39,5,56,60,58,47,39,22,29,26,20,22,8,32,63,85,71,35,94,15,13,74,37,25,38,76,21,30,82,36,32,54,96,11,10,80,96,94,20,53,86,17,10,80,1,18,24,49,51,5,46,71,23,8,67,34,86,61,38,64,54,90,19,9,88,66,91,6,24,5,1,26,19,75,65,63,94,42,56,3,62,51,64,90,89,32,47,67,69,78,86,78,62,18,29,75,59,74,34,71,85,37,28,95,43,47,93,90,96,30,31,16,58,63,20,96,47,25,78,11,96,67,92,11,99,26,36,40,59,46,86,41,86,61,99,77,19,83,63,8,28,38,14,40,36,50,14,78,57,95,53,29,49,62,76,35,84,33,44,94,38,94,69,63,41,47,12,3,6,48,88
81,37,37,38,87,82,5,51,20,55,61,71,73,71,19,23,3,33,52,85,97,37,89,69,29,79,63,22,45,3,9,9,70,28,75,43,32,48,71,45,84,14,61,94,96,57,5,44,24,45,25,6,10,39,4,52,49,96,66,40,79,44,12,41,64,98,92,8,35,57,78,5,22,34,75,31,73,81,81,31,59,4,23,53,15,26,68,8,79,4,45,83,49,96,53,53,19,67,69,7,82,88,94,69,15,35,91,51,69,97,10,85,32,27,79,6,83,55,5,90,79,3,2,70,50,30,78,82,59,5,77,32,11,15,84,65,32,65,78,91,81,9,81,54,98,18,92,28,45,66,6,61,20,74,59,23,87,95,22,15,30,18,97,80,85,70,92,38,36,8,77,4,7,4,98,72,52,7,57,94,60,90,61,25,8,53,67,24,29,67,97,6,21,55,27,15,67,28,93,58,45,73,30,14,71,14,20,89,70,89,14,63,28,40,83,17,95,44,48,60,32,17,61,27,46,10,88,26,64,87,3,59,72,14,23,79,56,82,43,50,96,27,8,55,31,48,24,80,36,57,88,61,26,7,10,25,17,19,96,56,99,18,30,29,50,92,24,91,24,94,20,78,87,97,99,34,76,53,6,83,78,49,97,72,62,58,44,20,91,1,34,76,90,28,37,58,91,30,9,58,76,11,40,8,4,18,94,19,48,13,55,15,46,36,43,8,7,41,84,45,79,49,87,97,9,80,32,20,29,70,5,57,40,6,6,29,55,74,3,94,2,54,90,9,83,94,59,7,75,41,66,20,88,94,67,57,32,27,66,31,90,19,68,63,21,62,17,22,45,34,21,15,8,79,18,23,61,87,42,55,95,14,6,95,3,64,49,14,15,90,40,78,12,9,80,1,27,28,49,5,70
82,36,15,61,64,1,37,4,5,81,36,80,35,1,59,67,3,70,6,49,99,50,34,79,33,98,77,86,9,99,64,38,4,66,65,74,57,9,27,3,34,87,94,7,15,49,75,22,47,98,52,76,48,7,71,66,40,49,39,6,90,10,14,35,19,7,80,61,13,95,66,96,29,42,80,83,54,51,21,36,40,63,64,98,77,82,67,10,28,88,43,65,3,45,19,28,77,62,25,76,56,57,32,99,33,99,9,96,80,19,97,81,35,45,80,36,81,46,74,79,61,7,25,37,10,22,28,3,54,27,93,64,51,58,24,30,52,95,54,15,72,54,44,54,77,66,91,55,41,53,4,99,98,24,6,53,52,95,92,38,32,81,19,34,13,14,13,61,82,21,17,79,4,42,77,59,36,66,65,4,25,55,64,55,35,15,24,96,15,80,65,5,72,43,92,11,19,32,47,26,6,77,2,48,32,62,66,77,5,67,96,63,4,57,64,42,24,43,93,37,60,21,40,5,19,83,55,90,26,2,99,35,57,86,48,82,49,12,13,15,15,29,72,64,58,23,58,31,34,54,59,50,47,58,41,56,32,30,69,71,13,81,89,37,68,70,31,43,22,48,12,40,21,59,97,17,27,87,14,40,48,95,87,9,28,49,30,67,42,76,33,14,91,22,22,93,26,76,74,90,23,97,27,43,37,34,91,57,42,44,85,21,29,10,28,11,14,5,13,92,37,19,95,85,32,53,7,89,83,24,70,2,47,50,13,37,86,82,61,94,25,44,20,38,84,21,42,55,60,96,48,87,61,62,26,78,72,27,19,87,30,59,71,70,73,11,58,76,72,91,83,53,70,24,6,15,68,27,98,93,99,61,24,83,38,88,43,31,22,24,40,73,38,13,93,39,41,76,45,66,11
83,49,33,46,89,27,34,24,31,92,85,34,31,20,51,46,68,45,42,45,44,72,64,26,20,67,17,87,57,65,86,20,26,5,5,32,55,5,66,21,15,77,86,69,18,6,28,82,52,47,31,77,26,28,61,23,88,73,24,75,90,3,66,45,53,9,59,78,2,75,42,80,44,43,77,98,72,8,11,29,80,67,28,81,36,69,81,79,22,17,93,86,10,2,21,22,57,20,64,39,45,25,24,63,73,9,71,80,31,91,46,29,52,76,24,80,41,53,30,10,88,72,89,17,38,8,46,1,27,93,1,12,92,70,99,1,68,83,20,72,6,24,7,20,98,83,27,87,46,48,86,69,15,55,29,56,68,79,57,73,29,91,74,73,76,57,80,63,71,74,87,3,73,29,97,1,4,33,92,83,23,69,71,47,96,80,85,40,13,35,79,78,49,97,37,36,25,40,75,67,25,48,72,87,73,82,45,71,69,56,62,68,60,44,3,90,44,73,91,74,98,72,85,59,84,61,48,43,41,48,93,39,51,54,24,64,30,41,94,84,15,7,61,98,9,78,87,81,99,2,44,15,27,40,86,59,75,43,96,58,38,68,47,63,46,74,61,95,37,61,6,67,44,94,81,19,78,93,2,4,86,85,99,56,87,81,86,8,78,35,30,39,87,21,97,25,89,63,33,27,86,87,5,79,62,72,39,62,99,73,33,28,56,70,69,73,26,70,66,47,75,30,4,61,74,92,7,48,22,69,75,28,15,97,15,32,78,40,92,25,73,56,47,21,54,43,68,64,49,65,82,62,44,20,44,64,88,39,92,18,39,33,26,77,1,12,49,40,55,39,8,98,83,4,87,30,71,51,60,86,67,56,66,99,84,90,77,25,22,72,41,79,94,36,21,50,57,95,22,89,47
84,49,19,10,18,63,55,14,23,77,22,7,91,58,42,50,44,87,95,57,27,14,65,82,24,40,43,39,84,81,92,43,50,52,98,77,7,27,96,88,48,68,94,1,54,7,93,45,62,26,20,16,50,52,42,87,58,22,47,96,70,72,23,31,10,96,58,5,34,66,10,53,31,18,44,25,71,56,4,31,62,13,36,1,80,57,11,54,34,1,82,24,47,28,90,63,67,64,22,12,81,70,84,6,1,13,25,36,12,76,3,47,14,49,57,32,99,27,49,98,4,6,34,58,36,6,15,71,96,52,30,10,33,7,10,27,64,4,79,42,87,93,44,82,97,49,76,55,72,68,22,70,82,26,58,44,49,28,49,94,40,12,52,45,64,41,3,8,2,38,56,89,80,51,76,58,96,83,68,8,60,73,80,71,62,53,68,71,5,81,86,74,13,22,64,4,26,7,28,1,25,82,97,30,49,54,47,76,29,44,34,76,23,34,29,36,27,80,23,99,90,33,51,37,64,97,48,42,10,69,40,60,5,3,1,92,34,66,25,68,99,67,81,83,9,75,58,45,1,15,2,6,5,98,16,84,62,42,36,14,89,41,10,88,1,36,81,9,98,62,88,55,12,8,48,33,17,23,64,33,12,19,37,3,19,2,4,16,26,21,6,66,54,5,86,74,36,43,27,83,34,95,45,17,82,22,59,89,67,56,96,74,5,21,70,34,55,42,87,82,72,51,48,1,22,72,2,44,97,39,1,40,11,87,44,40,68,51,7,54,57,91,2,67,96,71,33,48,52,88,89,43,73,50,95,41,9,57,18,75,66,93,4,9,3,51,53,44,18,34,53,52,31,95,4,38,96,86,23,74,86,21,80,69,83,79,6,80,13,50,86,48,34,81,5,15,60,45,91,31,67
85,61,88,1,74,31,13,67,87,59,49,83,93,20,67,27,84,75,91,49,67,49,78,64,64,73,98,48,98,65,36,88,46,78,55,25,26,57,54,23,88,83,32,63,39,12,36,12,86,49,1,57,94,65,47,64,32,13,51,55,79,3,63,11,21,99,32,20,42,9,47,17,2,82,17,5,95,33,32,60,51,13,44,87,66,41,98,30,46,33,6,9,17,89,5,88,78,89,79,45,84,49,62,90,38,68,20,90,15,52,81,46,7,56,46,94,72,11,57,59,37,7,34,60,73,66,29,61,31,15,71,49,6,32,17,40,6,25,97,62,83,26,38,89,6,76,93,6,86,93,84,13,76,57,56,98,65,8,99,63,53,32,42,95,20,50,27,11,26,77,83,27,89,40,69,51,92,4,59,37,20,74,35,5,12,14,86,25,26,90,3,4,97,90,84,6,28,9,31,98,68,6,17,3,3,91,88,91,98,61,38,47,39,31,82,28,65,62,19,29,72,34,69,68,86,57,92,1,57,21,18,27,43,79,57,13,93,78,87,88,52,50,92,12,91,47,2,19,39,66,63,1,80,14,21,40,91,82,80,57,34,96,88,58,11,17,42,93,42,4,17,66,38,64,98,73,82,96,2,22,45,72,25,58,84,91,85,85,10,20,26,40,38,81,49,65,41,89,60,57,38,72,34,41,41,13,60,47,84,80,19,90,92,70,16,27,46,41,46,59,83,35,43,20,30,34,6,63,21,70,25,97,8,42,83,94,83,35,7,37,59,58,14,14,87,95,14,72,98,46,8,70,61,24,43,77,36,83,77,44,10,41,84,32,10,2,67,38,51,5,17,54,35,85,24,45,44,40,50,24,70,30,3,19,7,93,85,48,16,31,31,54,29,30,34,50,40,51,36,20,45
86,6,2,59,27,70,63,45,44,90,32,16,15,55,34,69,2,60,20,25,36,87,33,96,78,28,26,98,33,82,4,13,92,88,74,57,4,56,12,88,66,91,70,82,97,14,22,52,54,78,9,18,29,18,8,99,19,93,33,43,51,70,35,71,25,84,4,46,85,89,80,7,44,96,31,78,96,81,92,77,3,1,80,9,86,53,40,48,16,98,58,64,88,55,17,76,16,73,69,45,6,75,87,14,10,35,97,99,67,74,47,8,88,92,42,94,63,88,29,1,67,97,69,75,55,46,63,10,44,10,40,10,26,42,44,48,88,86,23,64,46,43,26,92,85,86,28,1,33,67,74,71,24,53,91,25,83,1,61,50,89,11,81,96,83,43,55,44,94,21,5,99,23,19,82,91,31,12,79,64,26,51,5,4,76,77,65,94,10,98,17,35,2,96,87,85,79,42,41,21,73,24,71,56,36,12,55,49,6,5,19,43,51,75,13,73,54,52,8,1,29,53,64,49,77,60,87,52,46,77,87,29,36,95,38,78,89,53,49,15,95,1,48,50,37,15,70,59,53,95,22,58,16,37,45,43,45,31,33,78,69,7,39,13,22,64,82,64,37,7,20,63,64,54,11,16,91,85,77,87,45,33,93,17,58,3,41,33,72,60,42,20,72,42,7,37,49,10,82,4,2,78,92,69,94,62,78,74,59,68,14,49,31,45,90,92,47,45,50,86,78,91,80,91,91,63,71,29,58,32,31,18,78,50,56,57,33,10,84,66,71,62,62,77,79,65,88,87,35,45,61,18,22,95,29,68,98,46,90,23,77,78,87,14,97,13,14,63,47,37,47,33,50,71,70,11,78,30,10,8,23,47,69,48,14,74,98,78,14,86,31,78,20,6,45,68,90,31,92,55,51
87,61,91,20,97,32,42,54,12,78,82,57,24,49,36,28,55,31,84,86,21,75,97,72,99,73,27,78,71,22,70,73,94,63,21,76,20,4,85,86,94,39,94,34,87,98,9,96,84,26,91,85,69,36,56,87,18,34,89,35,7,30,49,48,61,10,10,91,97,7,87,3,92,63,29,39,16,86,28,19,28,98,66,31,48,52,56,90,80,75,9,32,53,46,79,36,42,31,13,22,96,97,44,25,71,26,36,39,38,99,48,51,90,44,10,24,43,81,25,22,38,16,81,66,66,24,90,62,35,85,91,55,70,49,63,36,52,88,17,29,36,97,17,8,53,42,31,72,57,14,28,82,75,15,30,77,81,55,21,99,15,53,40,35,97,46,42,99,82,71,35,72,40,40,70,31,86,44,33,15,35,22,14,79,55,40,82,47,94,7,71,87,64,70,29,10,85,24,83,45,19,1,74,93,60,16,59,3,84,89,6,28,96,60,55,96,19,39,73,75,33,56,18,65,3,57,78,64,8,74,26,71,34,44,5,85,46,9,64,97,60,9,64,69,2,19,72,93,53,51,86,32,98,2,32,43,71,70,8,21,67,24,94,24,80,78,57,44,14,61,55,92,9,98,91,63,94,68,6,70,31,73,5,29,46,91,69,77,70,69,1,37,21,18,71,96,22,53,28,13,27,12,65,18,44,54,67,35,70,47,72,60,76,58,83,93,76,91,77,32,92,93,3,22,99,42,24,9,15,79,45,35,89,77,64,76,16,94,61,25,16,96,67,5,36,10,67,91,68,65,98,7,89,10,26,48,81,64,93,18,31,85,7,82,71,39,62,99,29,72,78,82,97,37,54,31,70,98,23,20,74,54,43,91,76,59,35,47,96,55,38,39,55,21,80,14,94,10,4,76,47
88,75,99,13,51,90,71,92,83,82,6,76,11,87,42,81,12,34,23,18,88,11,30,6,49,78,52,83,72,20,44,8,26,58,34,57,61,6,83,41,47,44,61,77,36,22,37,26,50,33,71,83,13,44,61,38,19,41,11,46,22,1,5,1,99,99,20,39,20,42,93,8,95,64,33,56,91,98,77,89,20,6,65,66,81,17,58,71,49,27,85,82,24,10,49,71,91,33,12,82,11,24,80,15,89,19,59,1,48,82,77,87,69,16,52,96,97,23,71,51,89,9,44,51,68,41,23,15,52,56,80,17,69,65,85,6,81,67,26,86,9,26,86,43,87,20,62,41,34,60,15,12,40,20,60,87,38,9,33,62,71,67,63,10,94,3,95,77,35,7,25,15,93,68,94,39,95,29,99,57,15,24,37,47,2,87,87,2,84,91,23,57,8,15,52,15,86,50,1,18,87,6,76,1,16,96,91,98,57,13,39,68,95,17,51,25,98,53,15,22,68,7,78,70,96,51,37,16,81,46,77,44,96,73,28,47,98,17,45,34,66,87,66,11,79,50,53,90,4,46,1,47,56,49,55,23,66,83,7,71,70,42,95,83,3,7,3,9,43,95,42,92,53,57,15,63,24,78,41,8,74,55,47,42,51,50,52,91,30,50,32,89,10,88,1,28,63,69,40,8,57,89,38,45,82,40,74,48,88,12,81,41,97,39,63,48,94,92,70,39,78,98,81,78,37,88,47,43,43,13,82,37,89,48,69,91,69,16,92,28,27,75,73,33,12,26,84,96,13,60,84,20,57,46,59,67,59,95,65,30,55,8,1,95,59,63,88,48,87,6,34,51,12,66,50,17,57,88,99,76,60,38,80,95,9,64,96,70,31,95,88,28,20,96,64,22,97,48,24,36,11
89,23,61,73,47,95,91,26,63,36,47,53,37,66,41,19,99,82,83,39,10,54,82,64,54,49,15,49,64,64,91,43,96,71,29,86,22,88,76,31,10,77,46,7,16,24,66,50,77,24,13,89,75,74,24,72,57,52,78,48,6,37,31,65,51,1,18,23,10,63,33,12,47,10,69,97,28,56,65,99,5,57,64,47,11,89,62,71,16,38,95,30,82,99,46,69,55,53,95,75,57,64,45,98,93,74,80,18,49,85,20,84,15,94,11,29,2,96,48,20,77,21,14,28,79,7,75,93,21,22,81,32,36,61,45,12,13,50,34,75,25,76,96,81,95,23,17,46,32,31,74,2,40,52,91,64,2,67,83,93,78,36,12,18,93,90,43,1,99,88,80,18,49,82,52,77,99,11,41,49,27,42,76,20,65,7,5,78,8,74,76,19,91,78,77,64,10,34,2,83,91,79,91,28,56,52,62,50,39,82,38,12,85,44,3,87,91,90,26,45,2,55,14,96,3,55,15,6,56,96,18,55,48,1,81,15,18,42,28,80,86,40,59,47,76,60,97,69,26,85,60,11,80,84,4,91,98,38,66,61,82,48,77,23,91,21,84,5,2,79,28,94,99,57,15,98,38,16,32,44,72,2,9,10,93,49,1,17,16,68,11,3,15,36,30,1,39,11,96,81,75,14,81,74,82,75,61,66,67,70,15,66,97,15,90,76,16,51,1,3,59,49,26,78,33,56,26,18,3,61,24,10,56,80,20,5,51,39,90,39,60,8,87,76,65,52,83,84,20,87,52,24,48,64,96,77,99,28,98,5,56,34,89,74,44,66,74,43,91,58,7,32,29,27,63,50,71,76,23,38,92,11,70,4,86,31,60,21,89,52,39,76,23,29,18,56,74,33,8,14,62
90,78,85,58,23,29,48,9,29,74,90,28,55,14,21,74,48,61,69,41,80,22,1,94,89,64,63,32,38,30,5,50,8,9,87,18,53,79,24,42,26,64,47,4,69,62,39,61,62,34,22,32,90,41,25,88,7,57,71,25,3,90,10,5,11,93,53,16,67,79,60,85,31,20,91,27,48,13,39,55,37,74,86,74,67,52,81,55,18,96,86,57,62,38,64,38,64,41,74,2,24,62,70,56,46,1,54,61,47,99,82,48,71,10,95,19,24,56,36,31,57,2,43,42,95,30,59,72,18,70,92,82,82,58,50,76,65,37,50,4,76,84,48,43,27,26,63,83,9,9,81,8,14,73,75,46,16,66,42,62,56,25,24,32,81,7,72,10,43,27,96,85,18,21,57,5,43,89,48,61,35,41,84,97,45,71,97,1,74,81,66,55,92,78,20,17,8,8,11,52,85,72,7,27,76,52,4,2,79,78,6,77,26,84,70,64,57,80,89,27,71,58,74,31,31,48,29,51,96,88,31,76,16,36,28,74,30,26,67,52,2,40,81,90,76,10,31,59,16,19,37,90,51,29,47,50,51,79,68,74,24,86,53,68,63,2,11,78,51,86,69,5,52,26,13,33,96,78,71,43,26,93,6,29,10,33,25,80,71,80,86,74,75,97,35,81,75,94,52,50,90,88,22,2,27,28,64,24,50,73,61,89,25,93,85,19,36,37,27,84,53,66,25,39,74,87,6,25,73,68,18,11,33,66,47,9,57,10,78,9,95,97,78,92,88,85,47,11,95,92,64,39,57,64,79,18,15,15,37,88,38,14,7,76,93,64,75,77,55,89,40,20,50,8,16,6,56,51,1,6,54,5,17,56,73,76,44,26,38,25,14,92,16,64,68,61,88,87,76,45,59
91,91,47,1,9,10,60,95,91,16,94,84,75,37,89,68,12,57,46,23,77,13,93,83,92,54,28,37,97,10,80,96,29,28,79,22,83,27,62,7,66,28,54,37,13,66,16,97,43,73,31,61,55,18,83,86,13,73,29,98,3,49,34,86,2,80,17,81,29,41,40,18,30,91,25,86,10,34,54,55,72,26,17,54,10,95,84,98,85,45,9,13,5,44,9,14,81,62,75,6,97,85,67,85,3,91,39,96,34,74,82,27,65,2,54,33,4,82,41,18,37,11,93,3,16,89,89,86,24,89,60,41,58,11,35,86,4,73,8,28,91,55,10,8,91,52,44,13,95,38,55,59,9,59,87,37,55,23,58,25,94,46,89,74,68,79,81,46,66,51,2,27,88,39,71,69,18,20,60,98,62,46,10,83,98,20,2,43,31,45,81,54,74,14,50,96,15,29,60,90,17,5,16,89,10,50,74,58,13,89,87,4,18,35,20,84,16,58,60,46,23,13,16,33,87,42,90,56,87,30,14,74,38,69,97,97,3,2,41,22,95,27,33,56,49,77,30,50,11,26,95,18,58,6,99,76,56,77,30,40,92,34,41,53,41,87,61,54,78,16,94,73,17,83,4,44,55,95,34,31,64,58,71,32,43,41,74,34,24,56,29,36,97,53,29,31,17,75,57,37,44,94,65,79,59,36,79,45,3,96,65,22,97,22,87,87,1,23,75,62,4,41,56,40,5,62,47,32,50,68,84,75,53,83,55,99,74,33,45,8,89,80,23,78,92,35,81,41,95,65,62,52,12,67,4,68,66,42,60,74,95,75,21,97,37,77,62,15,73,42,63,41,99,34,13,67,23,22,19,18,41,54,26,60,57,45,68,49,80,12,46,73,57,15,77,1,90,50,9,42,66
92,79,79,30,55,55,1,23,73,17,70,13,60,58,75,98,27,36,57,29,27,56,11,92,30,8,3,63,85,45,60,69,29,29,52,82,97,56,81,40,67,1,18,86,42,88,79,33,19,53,60,20,3,44,65,23,30,39,29,34,65,92,36,8,50,66,96,38,33,2,73,41,33,58,93,65,90,65,54,39,82,27,89,22,1,55,32,31,29,96,76,78,60,22,92,62,24,68,62,32,78,3,5,81,16,78,97,31,5,67,9,4,70,9,29,35,60,38,47,65,61,94,82,24,86,13,18,52,66,77,97,82,17,28,55,50,70,66,25,91,54,72,76,67,10,48,56,71,73,91,18,49,15,76,66,68,56,94,56,71,33,84,42,62,69,95,67,22,2,46,23,69,79,18,93,8,23,13,19,91,58,41,10,51,96,91,88,87,76,3,14,53,66,71,65,12,48,90,66,34,49,16,66,50,29,10,53,70,37,7,21,1,80,42,81,45,5,2,59,35,38,74,77,88,27,58,95,57,98,99,55,21,13,74,97,13,91,52,34,18,41,35,82,99,56,37,75,61,19,90,36,97,64,89,35,44,42,97,60,25,62,64,68,80,42,79,34,85,56,90,9,66,19,9,2,24,1,70,36,49,71,39,97,92,96,81,16,37,92,86,59,82,60,28,30,12,46,5,43,48,97,51,23,53,96,84,64,22,88,18,64,57,43,22,12,45,72,39,47,35,76,56,80,46,98,82,18,5,55,98,2,60,77,49,39,99,22,40,12,3,7,59,1,5,32,65,92,37,21,39,32,73,55,96,49,24,96,53,71,93,32,28,28,42,38,26,68,2,92,75,15,83,54,86,24,26,41,53,44,92,55,34,69,67,1,66,34,20,3,3,61,48,54,70,80,37,8,35,37,82,71
93,90,27,52,31,40,65,64,38,21,67,13,78,77,54,70,91,1,2,37,53,31,45,81,43,97,81,2,5,2,36,41,32,91,4,38,6,69,93,89,49,37,38,82,24,99,1,57,60,63,48,89,99,76,39,38,85,41,51,91,71,87,8,83,79,10,68,60,87,28,57,49,60,62,74,76,14,10,93,85,4,98,40,4,87,63,87,71,62,86,11,43,1,40,87,55,45,41,60,84,64,83,72,32,96,39,54,63,21,53,80,71,94,98,95,33,10,79,5,35,34,49,86,60,60,81,35,48,73,90,22,14,18,67,50,10,44,39,43,70,41,39,84,13,34,59,27,7,40,63,37,19,46,53,45,39,58,30,37,29,21,19,89,57,2,93,91,92,52,90,37,23,68,5,16,27,17,37,48,68,14,99,98,78,57,69,60,66,21,50,24,69,57,53,52,60,42,96,85,54,92,21,10,81,33,77,3,72,57,17,82,90,14,55,30,14,89,36,83,7,17,15,16,51,15,67,99,86,48,30,35,60,18,74,70,41,83,91,59,48,38,53,71,7,64,72,36,42,22,40,75,79,77,29,15,62,58,34,3,39,23,31,10,69,66,97,89,34,65,13,4,8,40,54,59,70,43,45,84,21,57,67,53,14,77,69,15,62,11,97,75,99,43,46,95,28,9,37,87,14,36,81,2,65,37,30,8,49,27,83,92,49,63,23,6,20,30,4,46,78,32,94,69,83,25,58,65,57,84,68,58,72,91,1,55,92,16,76,24,70,83,7,61,92,20,44,81,74,11,79,57,95,59,44,97,32,57,6,14,39,10,77,98,37,74,58,7,22,72,37,7,47,2,99,38,40,71,88,8,10,1,3,43,14,60,96,27,39,46,87,29,50,85,74,23,33,37,74,54,45,67
94,28,37,39,61,8,9,14,83,91,62,66,25,17,95,69,71,57,77,20,65,42,98,58,7,9,2,16,33,43,64,88,22,14,89,85,21,86,86,60,94,44,98,20,48,55,92,59,6,60,28,50,98,29,44,17,8,97,3,80,55,90,45,79,98,13,29,15,6,58,50,47,44,7,68,54,53,91,43,44,80,80,79,40,57,30,17,25,93,90,2,97,18,4,89,98,45,16,90,46,50,67,25,11,15,9,67,79,62,77,97,6,24,11,26,75,66,56,76,16,20,73,11,83,37,64,40,86,20,70,38,27,44,98,56,25,23,83,32,64,48,93,2,76,88,21,90,63,18,99,93,95,13,68,13,81,4,67,71,21,20,90,46,55,47,69,1,21,73,20,56,77,2,82,71,97,61,65,71,55,92,35,37,72,17,10,42,5,11,36,52,54,2,22,9,88,91,88,56,70,55,87,77,81,61,89,74,27,83,90,34,55,32,52,48,20,44,65,93,6,37,97,99,90,99,96,99,43,79,23,79,43,37,38,3,12,54,23,18,34,43,34,63,85,63,87,63,31,31,54,98,72,83,58,17,83,40,45,77,28,6,74,30,54,1,7,67,21,53,29,72,63,58,63,70,15,8,32,37,68,8,84,22,6,34,76,83,23,60,24,95,36,6,30,67,36,92,53,54,31,42,27,19,89,2,42,7,85,63,36,7,6,92,18,92,17,36,86,57,51,20,13,18,83,92,18,2,9,86,98,81,48,52,74,48,85,6,55,34,83,64,5,24,87,9,21,50,20,46,39,79,1,91,54,61,54,57,86,50,58,17,33,51,58,96,48,66,34,61,41,39,30,96,55,79,62,8,69,60,55,56,30,56,81,39,58,95,3,22,81,3,71,19,20,93,7,62,77,58,76,38
